direction,entry_time,exit_time,entry_price,exit_price,qty,notional,pnl,return_pct,r_multiple,hold_hours,entry_label,exit_label,entry_regime,exit_regime,entry_bar,exit_bar,cumulative_pnl,trade_number,is_win,running_win_rate,running_profit_factor
LONG,2024-01-09 21:45:00,2024-01-09 22:00:00,45263.1,45576.0,0.00664367,300.71,2.0183,0.6913,0.6712,0.25,BUY_OPEN_LONG,PRUNE_OLDEST,0,0,855,856,32.33940000000001,71,1,61.97183098591549,1.9449112923961562
LONG,2024-01-10 11:30:00,2024-01-10 11:45:00,45433.11,45515.89,0.00662234,300.87,0.4879,0.1822,0.1622,0.25,BUY_OPEN_LONG,PRUNE_OLDEST,0,0,910,911,32.827300000000015,72,1,62.5,1.959167036768658
LONG,2024-01-10 11:45:00,2024-01-10 12:00:00,45288.31,45466.04,0.00664379,300.89,1.1204,0.3924,0.3724,0.25,BUY_OPEN_LONG,PRUNE_OLDEST,0,0,911,912,33.94770000000001,73,1,63.013698630136986,1.9919035319417489
LONG,2024-01-10 11:45:00,2024-01-10 12:15:00,45060.73,45240.98,0.00667735,300.89,1.1432,0.4,0.3799,0.5,BUY_OPEN_LONG,PRUNE_OLDEST,0,0,911,913,35.09090000000001,74,1,63.51351351351351,2.025306210701011
LONG,2024-01-10 12:15:00,2024-01-10 12:30:00,45238.69,45012.98,0.00665174,300.92,-1.5613,-0.4989,-0.5188,0.25,BUY_OPEN_LONG,PRUNE_OLDEST,0,0,913,914,33.52960000000001,75,0,62.66666666666667,1.9369447914134246
LONG,2024-01-10 12:15:00,2024-01-10 12:30:00,45011.36,45275.32,0.00668534,300.92,0.1704,0.5864,0.0566,0.25,BUY_OPEN_LONG,SELL_CLOSE_LONG,0,0,913,914,33.70000000000001,76,1,63.1578947368421,1.9417064167372236
SHORT,2024-01-10 12:30:00,2024-01-10 12:45:00,45275.34,44670.53,0.006646,300.9,-2.1045,1.3358,-0.6994,0.25,SELL_OPEN_SHORT,PRUNE_OLDEST,0,-2,914,915,31.59550000000001,77,0,62.33766233766234,1.833861168733141
SHORT,2024-01-10 12:45:00,2024-01-10 13:00:00,44955.61,45066.0,0.00669458,300.96,-0.7993,-0.2455,-0.2656,0.25,SELL_OPEN_SHORT,PRUNE_OLDEST,-2,-2,915,916,30.79620000000001,78,0,61.53846153846154,1.795975176984173
SHORT,2024-01-10 15:45:00,2024-01-10 16:00:00,45408.06,45296.0,0.00662731,300.93,0.6826,0.2468,0.2268,0.25,SELL_OPEN_SHORT,PRUNE_OLDEST,0,0,927,928,31.47880000000001,79,1,62.0253164556962,1.8136180243422688
SHORT,2024-01-10 16:00:00,2024-01-10 16:15:00,45662.06,45517.99,0.00659085,300.95,0.8896,0.3155,0.2956,0.25,SELL_OPEN_SHORT,PRUNE_OLDEST,0,0,928,929,32.36840000000001,80,1,62.5,1.8366111052238425
SHORT,2024-01-10 17:30:00,2024-01-10 17:45:00,45906.49,46401.89,0.00655632,300.98,-3.3088,-1.0791,-1.0994,0.25,SELL_OPEN_SHORT,PRUNE_OLDEST,0,2,934,935,29.059600000000007,81,0,61.72839506172839,1.6919166545631164
SHORT,2024-01-10 17:30:00,2024-01-10 17:45:00,46294.99,46032.65,0.0065013,300.98,0.1646,0.5667,0.0547,0.25,SELL_OPEN_SHORT,BUY_CLOSE_SHORT,0,2,934,935,29.224200000000007,82,1,62.19512195121951,1.6958358234897732
