bar,timestamp,price,qty,label,regime,pnl,datetime
1,1771200900000.0,86.33955,0.5790763987878422,SELL_OPEN_SHORT,0,0.0,2026-02-16 00:15:00
2,1771201800000.0,86.25915,0.5795871622591491,SELL_OPEN_SHORT,0,0.0,2026-02-16 00:30:00
4,1771203600000.0,86.6109,0.5772044439301368,SELL_OPEN_SHORT,0,0.0,2026-02-16 01:00:00
6,1771205400000.0,85.5501,0.5843324192860536,BUY_OPEN_LONG,0,0.0,2026-02-16 01:30:00
9,1771208100000.0,86.19885,0.1460831048215134,SELL_CLOSE_LONG,0,0.09225297512494696,2026-02-16 02:15:00
11,1771209900000.0,85.347305,0.0,PRUNE_OFFSET,0,-0.09635544930836332,2026-02-16 02:45:00
11,1771209900000.0,85.3511,0.5859357349671597,BUY_OPEN_LONG,0,0.0,2026-02-16 02:45:00
11,1771209900000.0,85.3511,0.433967001244282,BUY_CLOSE_SHORT,0,0.4490531746996377,2026-02-16 02:45:00
13,1771211700000.0,84.94245000000001,0.0,PRUNE_GAP,0,0.9532309225515699,2026-02-16 03:15:00
13,1771211700000.0,84.973,0.3254752509332115,BUY_CLOSE_SHORT,0,0.4183184559769169,2026-02-16 03:15:00
14,1771212600000.0,85.087435,0.0,PRUNE_OFFSET,0,-0.16446189931275706,2026-02-16 03:30:00
17,1771215300000.0,85.55565,0.5890631836301444,SELL_OPEN_SHORT,0,0.0,2026-02-16 04:15:00
19,1771217100000.0,85.83289500000001,0.0,PRUNE_OFFSET,0,-0.17342702202332233,2026-02-16 04:45:00
19,1771217100000.0,85.71746535948563,0.5879217684791481,SELL_OPEN_SHORT,0,0.0,2026-02-16 04:45:00
20,1771218000000.0,85.4965622683266,0.5889042617295573,SELL_OPEN_SHORT,0,0.0,2026-02-16 05:00:00
21,1771218900000.0,85.012485,0.5879217684791481,PRUNE_GAP,0,0.4909074739154056,2026-02-16 05:15:00
22,1771219800000.0,84.54514999999999,0.5969531374056669,BUY_OPEN_LONG,0,0.0,2026-02-16 05:30:00
22,1771219800000.0,84.54691484326044,0.29420650755217637,BUY_CLOSE_SHORT,0,0.3068860358307462,2026-02-16 05:30:00
26,1771223400000.0,85.1227215562813,0.14923828435141673,SELL_CLOSE_LONG,0,0.08365507436472437,2026-02-16 06:30:00
26,1771223400000.0,85.12465096073772,0.5937608653583234,SELL_OPEN_SHORT,0,0.0,2026-02-16 06:30:00
28,1771225200000.0,85.30263,0.0,PRUNE_OFFSET,0,-0.11580686104923582,2026-02-16 07:00:00
29,1771226100000.0,85.48475441819997,0.11192871326356255,SELL_CLOSE_LONG,0,0.10325507379274558,2026-02-16 07:15:00
29,1771226100000.0,85.48674873132822,0.5914609307428134,SELL_OPEN_SHORT,0,0.0,2026-02-16 07:15:00
36,1771232400000.0,85.772865,0.0,PRUNE_OFFSET,0,-0.17937285428234515,2026-02-16 09:00:00
36,1771232400000.0,85.55531611870217,0.0839465349476719,SELL_CLOSE_LONG,0,0.08336353091968252,2026-02-16 09:00:00
36,1771232400000.0,85.55683100812186,0.5909102247298527,SELL_OPEN_SHORT,0,0.0,2026-02-16 09:00:00
37,1771233300000.0,86.01697,0.0,PRUNE_GAP,0,0.3663300712531307,2026-02-16 09:15:00
