total_return_pct,buy_hold_return_pct,max_drawdown_pct,sharpe_ratio,sortino_ratio,calmar_ratio,win_rate_pct,profit_factor,gross_profit,gross_loss,total_trades,final_capital,funding_pnl,longs_opened,longs_closed,shorts_opened,shorts_closed,stops_long,stops_short,prune_count,prune_types,circuit_breaker_triggers,trailing_shifts,var_blocks,liquidations
13.93,-5.0,0.6,30.602,165.548,23.343,66.7,4.166,18.37,4.41,81,227.86,0.0018017310282974798,25,22,28,21,1,0,40,"{'PRUNE_GAP': 14, 'PRUNE_OFFSET': 25, 'PRUNE_OLDEST': 1}",2,0,0,0
