bar,timestamp,price,qty,label,regime,pnl,datetime
13,1704078900000.0,0.6130194999999999,489.3808435131346,BUY_OPEN_LONG,0,0.0,2024-01-01 03:15:00
14,1704079800000.0,0.6123,0.0,PRUNE_OLDEST,0,-0.412039095004311,2024-01-01 03:30:00
23,1704087900000.0,0.6092384999999999,492.3947498839123,BUY_OPEN_LONG,0,0.0,2024-01-01 05:45:00
24,1704088800000.0,0.6102,0.0,PRUNE_OLDEST,0,0.4133456967375783,2024-01-01 06:00:00
28,1704092400000.0,0.613251,489.19029774597846,SELL_OPEN_SHORT,0,0.0,2024-01-01 07:00:00
29,1704093300000.0,0.6141,0.0,PRUNE_OLDEST,0,-0.47540491515549127,2024-01-01 07:15:00
38,1704101400000.0,0.6171705,486.05754351014616,SELL_OPEN_SHORT,1,0.0,2024-01-01 09:30:00
39,1704102300000.0,0.6175,0.0,PRUNE_OLDEST,0,-0.22018406721014172,2024-01-01 09:45:00
47,1704109500000.0,0.6205875000000001,483.3677309849931,SELL_OPEN_SHORT,0,0.0,2024-01-01 11:45:00
48,1704110400000.0,0.6192,0.0,PRUNE_OLDEST,2,0.6108124669365433,2024-01-01 12:00:00
239,1704282300000.0,0.616104,486.91210622691466,BUY_OPEN_LONG,-2,0.0,2024-01-03 11:45:00
239,1704282300000.0,0.613008,489.37125827856573,BUY_OPEN_LONG,-2,0.0,2024-01-03 11:45:00
240,1704283200000.0,0.5980142342974919,0.0,STOP_LONG,-2,-16.262410177266396,2024-01-03 12:00:00
240,1704283200000.0,0.5365251047023359,558.2162353683605,SELL_OPEN_SHORT,-2,0.0,2024-01-03 12:00:00
240,1704283200000.0,0.5412502094046718,553.3430175610908,SELL_OPEN_SHORT,-2,0.0,2024-01-03 12:00:00
240,1704283200000.0,0.5459753141070076,548.5541495908255,SELL_OPEN_SHORT,-2,0.0,2024-01-03 12:00:00
240,1704283200000.0,0.5507004188093435,543.8474602490569,SELL_OPEN_SHORT,-2,0.0,2024-01-03 12:00:00
240,1704283200000.0,0.5554255235116794,539.2208522107206,SELL_OPEN_SHORT,-2,0.0,2024-01-03 12:00:00
240,1704283200000.0,0.5601506282140153,534.6722989180071,SELL_OPEN_SHORT,-2,0.0,2024-01-03 12:00:00
