bar,timestamp,price,qty,label,regime,pnl,datetime
6,1704072600000.0,103.3,0.14520813165537272,SELL_OPEN_SHORT,0,0.0,2024-01-01 01:30:00
7,1704073500000.0,104.12,0.0,PRUNE_OLDEST,0,-0.12209448209099819,2024-01-01 01:45:00
13,1704078900000.0,102.96927171019288,0.14563808130783157,BUY_OPEN_LONG,0,0.0,2024-01-01 03:15:00
14,1704079800000.0,103.04,0.0,PRUNE_OLDEST,0,0.007299422842101616,2024-01-01 03:30:00
17,1704082500000.0,101.88927171019289,0.1471830735368709,BUY_OPEN_LONG,0,0.0,2024-01-01 04:15:00
18,1704083400000.0,102.1,0.0,PRUNE_OLDEST,0,0.028010159013355667,2024-01-01 04:30:00
38,1704101400000.0,103.2507462582751,0.14524957001025995,SELL_OPEN_SHORT,0,0.0,2024-01-01 09:30:00
39,1704102300000.0,104.03,0.0,PRUNE_OLDEST,0,-0.11620833346806148,2024-01-01 09:45:00
51,1704113100000.0,105.18073687999687,0.14255034438099037,SELL_OPEN_SHORT,0,0.0,2024-01-01 12:45:00
52,1704114000000.0,105.13,0.0,PRUNE_OLDEST,0,0.004235296175416942,2024-01-01 13:00:00
63,1704123900000.0,106.2807387559995,0.14107530242611516,SELL_OPEN_SHORT,0,0.0,2024-01-01 15:45:00
64,1704124800000.0,107.86,0.0,PRUNE_DEVIANCE,0,-0.22583803403115035,2024-01-01 16:00:00
64,1704124800000.0,106.70926626162552,0.14044443172146467,BUY_OPEN_LONG,0,0.0,2024-01-01 16:00:00
65,1704125700000.0,107.02,0.0,PRUNE_OLDEST,2,0.04063475068612398,2024-01-01 16:15:00
156,1704207600000.0,108.88,0.0,CIRCUIT_BREAKER_HALT,-2,0.0,2024-01-02 15:00:00
173,1704222900000.0,108.9007482342678,0.13762812129124563,SELL_OPEN_SHORT,0,0.0,2024-01-02 19:15:00
174,1704223800000.0,107.37,0.0,PRUNE_OLDEST,0,0.20771857737555927,2024-01-02 19:30:00
177,1704226500000.0,108.58521692278913,0.13808460711409537,SELL_OPEN_SHORT,0,0.0,2024-01-02 20:15:00
178,1704227400000.0,107.59,0.0,PRUNE_OLDEST,0,0.13445283320075435,2024-01-02 20:30:00
184,1704232800000.0,108.74394628210923,0.13791931552297876,SELL_OPEN_SHORT,0,0.0,2024-01-02 22:00:00
185,1704233700000.0,108.28,0.0,PRUNE_OLDEST,0,0.0610003729709707,2024-01-02 22:15:00
189,1704237300000.0,107.12925513002791,0.14001432796424848,BUY_OPEN_LONG,0,0.0,2024-01-02 23:15:00
190,1704238200000.0,106.87,0.0,PRUNE_OLDEST,0,-0.03929209904804949,2024-01-02 23:30:00
199,1704246300000.0,108.02073642625919,0.13884706212704498,SELL_OPEN_SHORT,0,0.0,2024-01-03 01:45:00
200,1704247200000.0,108.3,0.0,PRUNE_OLDEST,0,-0.04178235413868212,2024-01-03 02:00:00
208,1704254400000.0,107.14925188709313,0.13996381847437692,BUY_OPEN_LONG,0,0.0,2024-01-03 04:00:00
209,1704255300000.0,107.91,0.0,PRUNE_OLDEST,0,0.10345651164930758,2024-01-03 04:15:00
217,1704262500000.0,109.06073465171173,0.13753833771551435,SELL_OPEN_SHORT,0,0.0,2024-01-03 06:15:00
218,1704263400000.0,108.97,0.0,PRUNE_OLDEST,0,0.00948198263745524,2024-01-03 06:30:00
223,1704267900000.0,107.81926184552636,0.13912381105712252,BUY_OPEN_LONG,0,0.0,2024-01-03 07:45:00
224,1704268800000.0,108.18,0.0,PRUNE_OLDEST,0,0.047177184068055426,2024-01-03 08:00:00
230,1704274200000.0,109.33074339950515,0.13721256675865323,SELL_OPEN_SHORT,0,0.0,2024-01-03 09:30:00
231,1704275100000.0,108.97,0.0,PRUNE_OLDEST,0,0.04650811710740632,2024-01-03 09:45:00
234,1704277800000.0,107.81925848398807,0.13914821315440112,BUY_OPEN_LONG,0,0.0,2024-01-03 10:30:00
235,1704278700000.0,107.28,0.0,PRUNE_OLDEST,0,-0.07802241853673118,2024-01-03 10:45:00
236,1704279600000.0,106.12925830499555,0.1413411034012126,BUY_OPEN_LONG,0,0.0,2024-01-03 11:00:00
237,1704280500000.0,104.46,0.0,PRUNE_DEVIANCE,-2,-0.23888770902196726,2024-01-03 11:15:00
237,1704280500000.0,105.6744792646663,0.1418807070778162,SELL_OPEN_SHORT,-2,0.0,2024-01-03 11:15:00
238,1704281400000.0,105.06,0.0,PRUNE_OLDEST,-2,0.08420155513839221,2024-01-03 11:30:00
241,1704284100000.0,97.76,0.0,CIRCUIT_BREAKER_HALT,-2,0.0,2024-01-03 12:15:00
255,1704296700000.0,100.00243765150242,0.14995240394083248,SELL_OPEN_SHORT,0,0.0,2024-01-03 15:45:00
256,1704297600000.0,100.9,0.0,PRUNE_OLDEST,0,-0.13761767135551842,2024-01-03 16:00:00
256,1704297600000.0,103.2293420582396,0.14522409155288418,SELL_OPEN_SHORT,0,0.0,2024-01-03 16:00:00
