total_return_pct,buy_hold_return_pct,max_drawdown_pct,sharpe_ratio,sortino_ratio,calmar_ratio,win_rate_pct,profit_factor,gross_profit,gross_loss,total_trades,final_capital,funding_pnl,longs_opened,longs_closed,shorts_opened,shorts_closed,stops_long,stops_short,prune_count,prune_types,circuit_breaker_triggers,trailing_shifts,var_blocks,liquidations
5.06,-0.58,1.18,34.05,54.308,4.274,54.4,3.094,15.7,5.08,68,210.13,-0.006801470706715423,21,17,27,12,0,0,45,"{'PRUNE_OFFSET': 30, 'PRUNE_GAP': 15}",0,0,0,0
